GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US10128,10128,ZCTA5 10128,31920,791,13784,876,11077,790,18136,986,5.3,1.3,3.3,1.8,2.5,2.2,7.1,2.1,1.8,0.6,0.8,0.6,0.0,0.3,2.6,1.1,6.3,1.4,3.3,1.6,1.8,1.4,8.5,2.3,4.8,1.2,2.2,0.9,1.9,0.9,6.7,2.0,7.8,1.7,5.9,2.5,3.0,1.3,9.4,2.1,12.4,1.7,6.2,2.0,4.3,1.9,17.6,2.6,11.5,1.6,8.1,2.3,7.7,2.4,14.1,2.6,16.8,1.7,16.7,2.9,16.4,3.4,16.5,2.6,8.8,1.4,9.4,2.2,10.1,2.3,8.2,1.8,24.5,2.0,44.1,3.8,52.3,4.4,9.4,1.5,100200,6975,165192,20327,207070,15671,72043,4084,172532,10104,271760,21018,N,N,96147,5597,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10162,10162,ZCTA5 10162,671,238,279,164,233,153,392,243,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,7.6,13.0,18.3,26.8,21.9,31.2,0.0,7.4,14.2,15.8,0.0,10.2,0.0,12.1,24.2,25.2,13.1,16.1,14.7,22.8,17.6,27.2,12.0,22.3,26.2,24.5,16.5,26.2,0.0,12.1,44.9,37.9,38.9,21.0,50.5,33.5,60.5,34.4,18.9,20.9,193510,41091,"250,000+",***,"250,000+",***,192560,66977,216132,43805,252342,89845,N,N,173148,40017,43.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),14.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),63.3,(X)
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10280,10280,ZCTA5 10280,4588,330,2233,301,1956,289,2355,321,2.2,1.5,0.0,1.3,0.0,1.5,4.4,3.0,0.4,0.6,0.8,1.2,0.9,1.4,0.0,1.3,1.8,2.0,2.5,3.9,0.0,1.5,1.1,1.4,2.6,1.6,3.1,2.7,1.6,2.1,2.2,2.5,5.0,2.7,3.8,2.9,0.0,1.5,6.1,4.4,9.8,4.3,7.5,4.4,7.7,4.8,12.0,6.6,8.0,4.7,2.6,2.8,2.2,2.7,13.2,8.8,21.6,5.5,12.1,6.2,11.6,6.5,30.5,8.7,13.1,5.0,13.3,6.7,15.1,7.7,13.0,6.8,35.4,6.5,54.3,11.0,61.0,11.8,17.5,7.5,145432,23202,201364,16274,(X),(X),116886,14448,193651,25746,248866,41113,N,N,141197,25546,21.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.4,(X)
8600000US10282,10282,ZCTA5 10282,2439,282,1458,250,1285,243,981,223,4.5,3.2,1.4,2.2,1.6,2.5,9.1,7.5,0.6,1.0,0.0,2.0,0.0,2.3,1.5,2.4,1.2,2.2,2.1,3.6,0.0,2.3,0.0,3.0,1.2,1.9,0.8,1.8,0.0,2.3,1.8,3.1,0.8,1.4,1.4,2.4,0.0,2.3,0.0,3.0,6.9,5.4,3.8,5.9,0.0,2.3,11.4,10.3,8.1,3.7,2.8,3.4,3.2,3.8,16.0,8.8,9.7,5.0,7.3,5.8,8.3,6.4,13.3,8.6,5.7,3.8,6.6,4.9,5.6,4.8,4.3,6.0,61.3,8.3,73.8,9.2,81.3,8.8,42.6,13.3,"250,000+",***,"250,000+",***,"250,000+",***,140197,83838,318142,49414,361193,52580,N,N,253681,91871,18.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.5,(X)
8600000US10301,10301,ZCTA5 10301,14063,372,8715,422,5543,377,5348,340,11.5,2.2,10.5,2.8,3.7,1.7,14.5,3.3,4.9,1.3,2.4,0.9,1.4,0.8,9.1,2.6,10.8,1.6,9.7,2.4,5.1,2.0,12.1,2.1,7.1,1.4,5.8,1.7,5.2,1.8,10.9,3.0,11.1,1.7,10.4,2.3,9.1,2.7,12.8,2.4,16.6,2.4,15.6,2.8,15.8,3.2,16.9,3.3,12.1,1.5,12.5,1.9,15.2,2.4,11.7,2.6,14.2,1.8,17.6,2.2,24.4,2.9,7.0,1.9,6.4,1.1,8.9,1.8,10.7,2.3,2.0,1.0,5.3,1.0,6.7,1.4,9.4,2.1,2.9,1.3,54605,3507,66854,6560,90182,4669,37459,3788,75227,3393,87912,4975,N,N,52383,4068,40.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X)
8600000US10302,10302,ZCTA5 10302,6017,273,4225,315,2738,301,1792,243,13.7,2.9,13.3,3.7,8.4,3.9,19.5,5.8,3.6,1.5,1.1,1.1,0.5,0.8,8.3,3.8,9.0,2.5,5.3,2.2,2.6,1.7,19.0,6.3,9.4,2.4,8.6,2.9,6.1,3.2,8.8,3.7,11.8,3.0,11.4,3.6,10.0,3.9,12.2,5.7,13.4,2.6,14.8,3.4,12.6,3.5,11.4,4.3,14.6,2.7,15.9,3.4,19.7,4.4,11.2,5.8,12.9,2.9,14.1,3.5,17.7,4.4,7.8,3.4,7.1,2.0,10.0,2.7,14.7,4.1,0.0,1.7,4.5,1.7,5.7,2.4,7.7,3.6,1.7,1.7,54170,5824,64109,8621,90634,7764,30104,6704,70739,4543,80593,6074,N,N,42719,5560,46.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),49.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X)
8600000US10303,10303,ZCTA5 10303,8029,302,6314,334,3547,314,1715,230,18.2,3.0,16.0,3.5,9.7,3.7,28.1,6.6,5.8,1.7,5.4,1.9,3.7,2.6,9.5,4.9,9.7,2.2,8.8,2.1,5.5,2.3,14.5,5.8,6.2,1.6,5.1,1.6,4.1,1.8,6.9,3.8,8.6,2.0,8.1,2.2,4.2,2.0,10.8,3.8,15.9,2.3,17.2,2.8,18.2,4.0,11.3,4.3,14.6,2.8,16.5,3.3,21.4,4.9,8.7,4.0,14.2,2.5,15.2,2.9,23.6,4.5,7.8,3.3,4.6,1.5,5.1,1.8,6.9,2.4,1.4,1.5,2.3,1.0,2.6,1.2,2.7,1.6,1.0,1.4,52553,5498,60313,5704,81761,8642,24025,3065,62834,3790,67985,4587,N,N,39507,5855,56.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),58.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),51.2,(X)
8600000US10304,10304,ZCTA5 10304,14564,397,10505,477,6352,465,4059,414,11.5,2.1,8.0,2.5,3.3,2.0,21.3,5.5,4.6,1.4,3.5,1.4,1.7,1.1,8.4,3.4,9.0,1.7,8.5,2.1,3.1,1.2,12.4,4.1,8.6,2.0,8.2,2.0,7.7,2.5,8.4,3.2,14.0,2.4,13.8,2.7,13.4,3.4,14.5,4.5,14.4,2.5,13.4,2.9,11.0,2.9,16.7,4.7,8.5,1.7,8.0,1.9,10.1,2.8,9.3,3.3,16.3,2.6,19.4,3.3,25.5,4.4,7.0,2.9,6.5,1.4,8.5,1.8,12.3,2.8,0.9,0.5,6.6,1.4,8.5,1.9,11.9,2.8,1.0,0.8,54106,3554,64113,9479,99505,8010,32750,7948,82916,5903,96434,8267,N,N,43771,4639,42.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.7,(X)
8600000US10305,10305,ZCTA5 10305,14931,324,10514,438,7837,428,4417,348,7.2,1.5,3.8,1.3,2.1,1.2,16.0,3.7,4.4,1.0,2.6,1.0,2.1,1.0,8.6,2.7,7.9,1.6,5.1,1.6,3.9,1.7,14.4,3.9,8.4,1.8,7.0,2.0,7.1,2.2,11.4,3.5,9.7,1.4,9.7,1.7,7.8,2.1,11.5,2.7,14.7,1.8,16.7,2.1,17.3,2.7,11.2,2.7,16.1,2.4,16.8,2.9,16.8,3.1,13.8,2.8,19.1,2.0,22.8,2.5,24.6,3.2,8.4,2.7,7.6,1.4,9.9,2.0,11.9,2.4,1.8,1.0,5.0,1.3,5.6,1.5,6.2,1.6,2.8,2.0,72782,4419,82759,5270,88728,6351,34332,5881,82951,4255,93185,5090,N,N,54839,7987,38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X)
8600000US10306,10306,ZCTA5 10306,20215,383,14426,556,11384,538,5789,525,6.1,1.1,3.1,1.1,0.5,0.3,13.9,3.1,3.7,0.9,2.6,1.0,1.8,1.1,7.1,1.9,8.4,1.3,4.0,1.0,2.5,0.7,19.7,3.3,7.0,1.2,5.7,1.1,4.8,1.1,10.1,2.6,8.6,1.3,8.3,1.5,7.8,1.8,10.6,2.8,14.1,1.7,13.3,1.9,12.8,2.0,15.2,3.3,12.5,1.6,13.3,1.9,13.3,2.5,10.5,3.0,19.9,2.2,24.8,2.8,27.3,3.2,6.9,2.1,12.1,1.5,14.8,2.0,16.7,2.3,4.9,2.1,7.6,1.2,10.1,1.6,12.5,2.0,1.2,0.7,79686,3678,99306,5353,111485,4845,33791,6061,95618,3603,112274,4120,N,N,51497,4295,45.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X)
8600000US10307,10307,ZCTA5 10307,5110,174,3880,273,3199,300,1230,250,3.2,1.6,0.5,0.8,0.2,0.8,11.6,6.0,5.9,3.1,3.4,2.1,1.9,2.0,14.1,10.6,8.5,2.9,6.3,3.2,3.6,2.7,15.9,7.5,4.9,2.1,4.3,2.3,3.3,2.6,6.7,4.9,8.7,2.7,8.6,3.5,6.0,3.1,8.8,5.7,15.9,3.5,14.5,4.1,13.7,4.0,19.5,7.7,14.6,3.8,15.6,4.1,17.6,4.9,11.5,8.5,18.5,3.9,21.6,4.5,23.7,5.0,8.7,5.3,9.4,2.2,12.3,3.1,15.0,3.9,0.0,2.4,10.5,3.3,12.8,3.9,14.9,4.6,3.3,3.6,76857,5974,90494,8845,(X),(X),38942,19732,96729,7502,111430,8569,N,N,50028,9853,45.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),49.8,(X)
8600000US10308,10308,ZCTA5 10308,10675,305,8118,327,6430,343,2557,292,4.1,1.3,1.9,0.9,1.0,0.9,11.3,4.7,3.5,1.4,1.2,0.9,1.1,1.0,10.7,5.0,7.2,1.8,6.0,1.8,4.9,1.8,12.9,5.1,6.0,1.8,4.0,1.3,3.2,1.4,11.3,5.3,6.9,1.7,6.4,1.6,6.5,2.0,8.6,4.6,15.6,2.6,16.9,3.1,16.6,3.3,15.9,6.1,14.9,2.6,16.5,2.9,14.0,2.8,12.6,5.0,21.3,3.2,23.7,3.9,24.7,4.0,11.4,4.1,12.8,2.3,13.8,2.7,16.8,3.2,4.7,3.9,7.7,2.1,9.6,2.7,11.3,3.2,0.6,0.9,87174,6158,96361,3393,102095,4982,37170,10746,98769,6270,110250,7384,N,N,54153,7257,44.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.3,(X)
8600000US10309,10309,ZCTA5 10309,11052,301,8844,372,7028,427,2208,338,3.9,1.6,2.5,1.2,1.9,1.1,9.6,5.0,2.9,1.3,2.7,1.6,1.1,1.0,3.7,2.4,6.5,1.7,4.9,2.0,3.6,2.0,12.9,4.8,4.8,1.7,3.6,1.8,3.2,1.7,12.0,5.3,7.0,1.6,7.2,2.0,5.5,1.8,7.4,3.4,15.4,3.0,15.0,3.4,14.4,3.7,16.8,5.7,16.1,3.0,14.7,3.1,15.6,3.3,22.6,7.6,22.5,2.9,24.7,3.0,25.8,3.0,9.9,5.4,9.7,2.3,11.8,2.8,14.2,3.5,1.0,1.2,11.2,2.5,12.8,2.8,14.7,3.5,4.3,3.4,87509,5693,96707,10837,107640,7488,53760,7203,109210,7805,117952,8382,N,N,68192,15054,44.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X)
8600000US10310,10310,ZCTA5 10310,8304,250,6185,301,4037,266,2119,249,10.2,2.2,7.0,2.1,3.7,2.3,20.7,6.1,3.8,1.2,3.2,1.4,1.6,1.3,7.0,2.9,10.6,2.1,8.2,2.1,4.8,1.9,17.9,4.8,7.7,2.2,7.4,2.3,6.2,3.0,8.1,3.8,9.3,1.8,7.6,1.9,6.5,2.4,12.3,4.1,12.9,2.3,12.6,2.6,10.6,2.6,15.6,5.0,11.7,2.1,12.8,2.8,12.4,3.1,7.9,2.6,17.8,2.3,21.5,2.9,26.5,4.2,7.8,3.3,10.3,2.0,12.7,2.5,17.6,3.7,1.1,1.1,5.8,1.2,6.9,1.6,10.0,2.4,1.7,1.4,68080,7132,80576,7332,105956,9137,30446,9318,84186,4898,95526,5860,N,N,44763,6421,42.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
8600000US10311,10311,ZCTA5 10311,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
